prompt_text,inferred_speaker
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I am sure,"" said she, ""I cried for two days together when Colonel Millar's regiment went away. I thought I should have broke my heart.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer:
Eliza Bennet"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I am sure I shall break _mine_,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""If one could but go to Brighton!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh, yes!--if one could but go to Brighton! But papa is so disagreeable.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And my aunt Philips is sure it would do _me_ a great deal of good,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I cannot see why Mrs. Forster should not ask _me_ as well as Lydia,"" said she, ""though I am _not_ her particular friend. I have just as much right to be asked as she has, and more too, for I am two years older.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Lydia will never be easy till she has exposed herself in some public place or other, and we can never expect her to do it with so little expense or inconvenience to her family as under the present circumstances.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""If you were aware,"" said Elizabeth, ""of the very great disadvantage to us all, which must arise from the public notice of Lydia's unguarded and imprudent manner; nay, which has already arisen from it, I am sure you would judge differently in the affair.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Already arisen!"" repeated Mr. Bennet. ""What, has she frightened away some of your lovers? Poor little Lizzy! But do not be cast down. Such squeamish youths as cannot bear to be connected with a little absurdity, are not worth a regret. Come, let me see the list of the pitiful fellows who have been kept aloof by Lydia's folly.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer: Mr. Bennet"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Indeed you are mistaken. I have no such injuries to resent. It is not of peculiar, but of general evils, which I am now complaining. Our importance, our respectability in the world, must be affected by the wild volatility, the assurance and disdain of all restraint which mark Lydia's character. Excuse me--for I must speak plainly. If you, my dear father, will not take the trouble of checking her exuberant spirits, and of teaching her that her present pursuits are not to be the business of her life, she will soon be beyond the reach of amendment. Her character will be fixed, and she will, at sixteen, be the most determined flirt that ever made herself and her family ridiculous. A flirt too, in the worst and meanest degree of flirtation; without any attraction beyond youth and a tolerable person; and from the ignorance and emptiness of her mind, wholly unable to ward off any portion of that universal contempt which her rage for admiration will excite. In this danger Kitty is also comprehended. She will follow wherever Lydia leads. Vain, ignorant, idle, and absolutely uncontrouled! Oh! my dear father, can you suppose it possible that they will not be censured and despised wherever they are known, and that their sisters will not be often involved in the disgrace?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Do not make yourself uneasy, my love. Wherever you and Jane are known, you must be respected and valued; and you will not appear to less advantage for having a couple of--or I may say, three very silly sisters. We shall have no peace at Longbourn if Lydia does not go to Brighton. Let her go then. Colonel Forster is a sensible man, and will keep her out of any real mischief; and she is luckily too poor to be an object of prey to any body. At Brighton she will be of less importance even as a common flirt than she has been here. The officers will find women better worth their notice. Let us hope, therefore, that her being there may teach her her own insignificance. At any rate, she cannot grow many degrees worse, without authorizing us to lock her up for the rest of her life.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", 
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""How long did you say that he was at Rosings?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Nearly three weeks.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And you saw him frequently?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Yes, almost every day.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""His manners are very different from his cousin's.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Yes, very different. But I think Mr. Darcy improves on acquaintance.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Indeed!"" cried Wickham with a look which did not escape her. ""And pray may I ask?"" but checking himself, he added in a gayer tone, ""Is it in address that he improves? Has he deigned to add ought of civility to his ordinary style? for I dare not hope,"" he continued in a lower and more serious tone, ""that he is improved in essentials.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh, no!"" said Elizabeth. ""In essentials, I believe, he is very much what he ever was.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
